node,in_degree,out_degree,total_sent,total_received,avg_sent,avg_received,degree_ratio,transaction_count,max_sent,min_sent,std_sent,pagerank,betweenness,closeness,eigenvector,clustering_coeff,triangle_count,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
a2deb549-12be-412d-aa88-3690d79c598b,5,6,1332.9736808549176,1321.8895188080085,222.16228014248625,264.3779037616017,1.2,11,276.9255937211546,42.84517390021033,81.38234277519189,0.0005326669567173492,0.0025165663172639504,0.2372468807921602,0.013513536076267296,0.0,0,0.41847214,-0.2496394,-0.11373145,0.0643181,-0.43259722,-0.41415894,0.3784409,-0.2676514,-0.5217682,0.0009581353,0.76178664,-0.60288185,-1.1210872,-1.1444246,0.09041364,-0.04375907,0.17631605,-0.27488506,-0.1965493,0.83863294,-0.34638736,0.2508891,-0.42804772,-0.18577558,-0.18751046,-0.54085094,0.09781599,0.10237469,0.0082963975,-0.3284702,0.029080693,-0.8425568,0.41596356,-0.62004054,0.12006053,-0.5253145,0.085259706,-0.26362774,0.18379955,-0.23665883,-0.04401833,0.33048794,-0.44674787,0.89251035,0.12724192,0.15197356,0.4469512,-0.054736916,-0.22385807,0.46778035,0.2830906,-0.16995637,-0.4987409,-0.5208718,0.04671878,0.73397034,0.625199,-0.81904775,-0.80617464,0.52633166,-0.044519752,0.19836985,0.3049897,-0.19105412
e2cf8222-dd61-4752-9bc7-4d8f461d09f1,6,5,1693.3582391996404,1636.5892387080426,338.6716478399281,272.7648731180071,0.8333333333333334,11,498.5483929105335,87.61887352385762,157.20940164791034,0.001058409754044987,0.003263119690995769,0.244005214032462,0.012453875932291868,0.0,0,-0.114698544,-0.55374503,-0.24168557,-0.103145264,0.18357718,-0.1201882,0.64447683,0.3113475,-0.40741777,-0.67662424,0.31270602,0.07562429,-0.41234073,-1.0544955,-0.02423992,0.92516005,0.3215532,-0.83120227,-0.04040332,0.40834907,0.11344166,0.0557168,0.55648017,-0.28829622,0.26020807,0.20370564,-0.052377764,-0.13455012,-0.3621685,0.5108376,-0.47221443,0.623127,0.2096403,0.004741328,-0.60642034,0.14653857,-0.092915915,-0.26226127,-0.8321742,-0.20178197,-1.2014507,0.1274563,0.28580365,-0.13786086,1.001065,0.1678407,0.46088797,-1.0933802,-0.076953694,0.011766567,0.05724892,0.14042997,-0.2296342,-0.6365871,0.07184539,0.44421822,0.5917756,-0.9316294,-0.29984888,0.23199815,-0.15750808,0.66918844,0.07019587,-0.74394447
200a830b-1d6a-47a9-8538-8fb55950ab42,5,8,2245.7053275884955,1619.5002943131026,280.71316594856194,323.90005886262054,1.6,13,419.4909623029988,144.73360406975664,104.77355707361893,0.0007366126414283438,0.0040528602460160245,0.23254226842517683,0.004587780602525397,0.02564102564102564,2,0.45026788,-0.2755017,0.5989769,-0.3014214,0.27275273,-0.37984365,-0.22227402,-0.7852897,0.4074276,-0.15878925,0.019028807,-0.616971,0.18721274,0.26046255,0.09464233,0.6960415,0.1056883,-0.012640034,0.36110124,1.0759561,-0.20102955,-0.06005611,-0.21281636,-0.48130223,0.46362266,0.010524282,-0.49305266,-0.9976505,0.06047437,-0.87453836,0.4358426,0.40078112,-0.11054781,0.44459614,-0.27764434,-0.18449542,0.69822437,0.3513838,0.385242,-0.003373606,0.20675679,0.17557296,-0.582047,-0.058066454,-0.82085806,-0.6515231,-0.39715528,-0.9724747,-0.2245403,0.37048346,-0.351648,0.3504846,-0.27847102,0.4184989,-0.50974435,-0.14831026,0.21138811,-0.10615587,-0.53669024,-0.080995105,-0.4244059,0.1882514,0.37626863,0.22393534
b0a38f09-bfd2-435d-b0be-096cbbf43a15,6,4,1129.3814904664987,827.0530140100667,282.3453726166247,137.84216900167777,0.6666666666666666,10,470.0521104659414,66.15681257637635,144.57651112741542,0.0009084666837447335,0.00279665838919264,0.24310193708021943,0.016156653483985296,0.0,0,0.58729696,-0.04933629,0.390236,-0.27555984,0.58003026,0.3377867,0.25138995,-0.54081255,-0.5061362,-0.24145867,-0.29093418,-0.6371501,-0.19517973,0.9004475,0.1853834,0.15854721,-0.042359438,-0.2974461,0.73885447,0.78733844,-0.044742882,0.25822365,0.26439595,-0.9744674,-0.09112149,-0.408473,-0.9114737,0.048373308,0.32874417,-0.41236144,0.06635005,0.42926392,-0.5646275,0.4658468,0.24676996,0.6951803,0.5681166,0.019967124,0.3462703,-0.27525496,0.21887897,-0.22119306,0.19531123,-0.2210068,0.099765584,-0.05311771,0.4677042,-0.89672256,0.03939496,0.497228,0.28880212,0.006082342,0.3287766,0.8465501,0.2989383,0.053505156,-0.22189066,-0.21681155,-0.5741242,-0.4287051,-0.179406,-0.4808133,0.5451534,0.8196214
1f9e8733-b0b2-4b4e-ad89-9d0dcd3715ab,6,3,546.9133196022102,1433.991480163967,182.3044398674034,238.99858002732785,0.5,9,260.3589206626388,64.59731222074858,84.69514404293997,0.000771310977604049,0.001924871829026152,0.23123217113827446,0.022889414834912608,0.0,0,-0.21347986,0.30733302,-0.7131655,0.44055873,0.8097764,-0.12083635,0.3344091,0.1552099,-0.4955233,0.71960187,0.31555915,-0.3872005,-0.49238944,-0.32075435,-0.10955739,0.014433363,-0.3178407,0.27450398,-0.59693474,0.8176407,0.11281316,0.25969863,-0.042402737,-1.3915958,0.22698285,0.02540175,0.08358131,0.18926002,-0.15342413,-0.3790679,-0.18356153,0.22735925,0.2218031,-0.2637099,0.2611276,0.14969587,0.3788363,-0.2034567,0.36446863,0.48136342,-0.1453245,0.67182404,0.28005198,0.39524814,-0.23190413,-0.53410614,-0.11602349,-0.4786746,-0.69990855,1.1018598,-1.0749933,-0.07584553,0.11511033,-0.24827977,0.6695208,-0.70831406,1.013092,0.4624254,-0.18345219,0.24202757,-0.3492132,-0.36610693,0.19762951,0.41917738
3100e007-cb56-4c5c-8239-07cd925ee6a1,9,3,822.6932011486338,2157.5166144098625,274.2310670495446,239.7240682677625,0.3333333333333333,12,463.0193150635251,57.44093046551022,166.75638085922648,0.0016335470290247355,0.00451671751521805,0.2608710405320575,0.025853060691265174,0.015151515151515152,1,-0.1943643,0.340859,-0.19889276,0.53036684,-0.01898761,0.310211,0.21477942,-0.47548738,-0.100982524,0.731494,0.18930955,-0.35867903,0.10383819,-0.38093078,-0.024594765,0.45209822,-0.56697863,-0.15788397,-0.256866,0.746997,0.26512897,0.07414067,-0.59342027,-0.30773807,-0.33146262,-0.29407597,0.12283991,0.26678964,-0.108172394,-0.009811771,0.19497487,0.77399606,-0.30181432,0.11279838,0.29917994,-0.09982791,-0.11927328,-0.45639098,0.06569713,0.08986544,-0.6562234,0.89564794,-0.1938477,-0.046776097,0.44723144,-0.37555942,0.5322743,-0.69116735,-0.30438644,1.0136262,-0.593797,-0.2712884,0.638245,0.62592524,0.42918774,-0.08521997,0.1421205,-0.1383418,-0.03198064,0.16642208,-0.8462967,-0.114068314,0.4918652,0.22154422
3406b2d2-0e87-4fcb-975f-3046c5b83efc,5,8,2025.4718350986775,1252.6811538480404,253.1839793873347,250.53623076960807,1.6,13,496.220285442394,50.74432003309085,165.73887658736095,0.0005595856866357816,0.003678901986651499,0.23764753897443888,0.02101541321191474,0.01282051282051282,1,-0.053128593,-0.8324861,-0.28125936,-0.64754856,0.22607072,-0.906124,0.4589691,0.010048142,0.22212395,0.3796326,-0.01484068,0.34151024,-0.16713573,-0.39086246,-0.6713922,0.4533571,0.18707862,-0.1405762,-0.21999416,0.62108564,0.22950345,0.06762183,-0.47927803,-0.32851854,0.19200797,-0.050304048,-0.30150062,0.16876486,-0.019940343,-0.6468219,0.34814283,0.2376606,-0.09840713,-0.6485636,-0.7849554,0.47463,0.45767576,-0.101755455,0.16875353,0.043478884,-0.36430824,0.22570534,0.16091742,0.450339,0.32343993,-0.3434928,-0.12142871,0.7395335,-0.43261614,0.49875128,0.37283176,-0.03928135,-0.2137628,0.01606679,0.5994712,0.9626661,0.67100435,-0.97112197,-0.0075951186,0.55525905,-0.38101003,0.51534176,-0.29609448,0.09263448
b3f7a5dd-368d-47fb-af16-798873caa2e2,8,2,514.9987528711492,2101.3238235790177,257.4993764355746,262.6654779473772,0.25,10,300.2545157473601,214.7442371237892,42.75513931178544,0.001060115961907401,0.0015665548933026603,0.2546662484614915,0.01866501503215739,0.0,0,0.48191258,-0.912647,-0.08644929,-0.09910793,0.0672267,-0.050186317,-0.008625319,-0.08818983,0.034852456,0.26276863,-0.6643163,0.07248041,0.14916305,-0.49079156,0.43485638,1.2623289,0.023757823,-0.4836693,-0.09970395,0.5506921,0.025209446,0.4797694,-0.5933635,-0.5767232,-0.88496035,0.47065124,-0.5883994,1.0282981,0.8766764,-0.06144384,0.12411655,0.33165792,-0.011686006,-0.20557532,-0.6408145,0.10246673,-0.22569364,-0.26723766,0.49724185,0.020091575,-0.3254163,0.37868813,-0.60067385,0.24883935,0.35173246,-0.27767467,0.566502,0.29509026,-0.5773017,0.53836715,-0.1068843,0.1267121,-0.21077523,-0.06712526,-0.30832812,0.3214527,0.4058323,-0.26828146,0.61854535,1.1249992,-0.3534058,-0.071330346,-0.6731488,0.32536742
97f1af85-2e14-4745-80e0-f650bb623496,4,10,2145.2173394200686,961.2849203530623,214.52173394200685,240.32123008826557,2.5,14,392.7563168575355,59.23104537983264,112.27696266418998,0.0008458225893946464,0.0056607050799548945,0.22807340797616324,0.004306161636678347,0.02197802197802198,2,-0.14019482,0.5618274,-0.11588738,0.029699756,0.3482628,-0.949024,-0.35285616,-0.44041693,-0.5433646,0.28356537,0.17998093,0.5653918,-0.62155974,0.34326783,-0.9056488,0.48779553,0.19367568,0.28284898,-0.92634803,0.09120314,-0.11384194,-0.18216336,-0.054913703,-0.2766181,-0.48539785,0.7220447,-0.2221794,0.13869663,0.9053672,-0.06135788,-0.16120686,0.48493615,0.34813473,-0.48918107,-0.16104512,-0.2663189,-0.12359605,-0.40477422,0.111055546,0.87581307,0.29645598,-0.28578323,0.35612193,-0.16951239,0.82528585,-0.7161718,0.4652041,-0.5675236,-0.16990274,-0.26937574,-0.8736972,0.18223347,-0.378177,-0.071257025,-0.40941143,0.15006682,0.9170587,-0.24444212,-0.1930391,-0.04678509,-0.020231565,0.30267096,0.32814986,0.105058596
92d23c4a-bf9d-4a58-8ba4-6cfe41ecc57d,5,4,1685.5991526493933,1010.4085157174358,421.39978816234833,202.08170314348715,0.8,9,496.0883112858284,344.73379725194457,53.972118452288264,0.00068648581294811,0.0021650179654245515,0.23827988607862824,0.00716697938375458,0.0,0,0.41533953,-0.28314355,-0.19277751,-0.35908526,0.036583714,-0.20127867,0.010677445,-0.8094951,-0.39657,-0.20869413,0.52472466,0.22271092,-0.043138146,-0.44401973,-0.9040021,0.39268947,0.38943353,-0.011025264,-0.2837179,0.42111626,-0.118180476,-0.083375044,-0.41817796,0.060129724,0.28993192,0.7004469,-0.41945583,0.5301722,-0.13409449,0.36309484,-0.20301366,0.5235616,-0.21685474,-0.8530984,-0.33055955,0.14454302,-0.029764786,-0.048751675,0.065466784,0.26744384,-0.33843958,-0.8386123,0.65051514,-0.23156613,0.5876382,-0.6111937,-0.020052573,-0.8453605,0.10732918,0.041577537,-0.48225555,0.38698992,-0.97729415,0.26512003,0.39558828,-0.36053798,0.8090806,-0.44541547,-0.69206345,-0.097663924,-0.30029106,0.32072264,0.22858596,-0.29549706
9654b605-7c8b-4983-a073-f204c00db9e8,10,6,1506.1738511429376,2406.933052489138,251.0289751904896,240.6933052489138,0.6,16,492.0869519439637,24.1675740455849,179.23580394201392,0.001448728044385567,0.006109648755629693,0.2550618977340883,0.01775364605825626,0.0,0,0.448789,-0.9620622,-0.23153394,-0.46243092,0.18297367,0.039545324,0.38820663,-0.6866446,-0.205175,-0.55265254,1.0498902,0.705483,-0.23872519,-0.5988417,0.01870806,0.48991513,0.17164974,0.18988258,-0.3977164,0.49459636,-0.5031582,0.20260231,-0.39362785,-0.51407695,0.20033853,0.4678041,-0.5625725,0.14118761,-0.54241675,0.39225078,0.030320324,0.14935696,0.22543742,-0.05832133,-0.097371,-0.30197263,0.2754495,0.21827707,-0.098851,0.3605808,-0.06847734,-0.6710041,0.035187915,0.14208716,-0.31145707,-0.25870687,0.17413816,-0.21779574,-0.080687344,0.69611335,-0.7428277,-0.110301085,-0.5920438,0.5810773,0.38671237,0.23620974,0.40346372,-0.2861972,-0.5260579,-0.63424605,-0.6283887,0.24444066,-0.09169524,-0.64163446
e7dda264-7ff9-46f8-95a9-abfd8b70b55b,7,8,1558.1077228352285,2072.763897775861,194.76346535440356,296.10912825369445,1.1428571428571428,15,453.0813550568095,31.190472405700643,158.40726565774003,0.0010964876036117916,0.0054135930039866656,0.24534222890387275,0.00821365766897248,0.0,0,0.49023634,-0.20558502,0.3124282,-0.41548592,0.60704595,-0.36067683,0.28113425,-1.2756814,-0.59002334,-0.18750136,0.3970997,-0.022086227,-0.045765787,-0.4812875,0.21087612,0.20556997,-0.27974793,-0.18783094,-0.5447859,0.7439233,0.3134651,0.2627839,-0.3010278,-0.050757997,0.40821782,0.52617705,-0.363118,-0.6890634,-0.21735848,0.03434285,-0.19726136,0.15244748,-0.23398666,-0.005561571,0.20176479,-0.96702355,0.25659636,0.25192344,0.098738864,0.6778661,-0.28046483,-0.10063526,-0.25882024,0.23660743,-0.5886143,-0.051137093,-0.08634915,0.007543986,0.16638067,0.5364494,-0.50061995,0.6443383,-0.45257166,0.6393714,0.3563948,-0.6790437,-0.10525568,-0.7092213,0.26475203,-0.30596983,-0.049495712,0.37963068,-0.20978244,-0.4438664
d3e9567b-c608-4837-ac11-3210fc53de97,5,5,947.8387102266693,1378.7227295037242,189.56774204533386,275.7445459007448,1.0,10,368.9990011640154,16.245447020705036,120.25059568796159,0.0006664130102742862,0.0030210253804701863,0.2324873847177364,0.007660495477233374,0.0,0,-0.28627107,0.29484993,0.85411173,0.09128523,0.3116012,0.051553294,0.7402106,-0.07716019,-0.1193367,-0.67168576,-0.26618835,-0.46415642,-0.013603119,-0.2891098,0.19593225,0.4271596,0.0033183203,-0.2775858,0.053088337,0.39135692,0.5963922,-0.6802731,-0.25815964,-1.2757909,0.65277654,0.6942897,0.19422734,-0.119820535,-0.10003744,-0.51223433,-0.21458179,0.03812986,0.041672554,-0.14874196,-0.38163,0.1138573,0.9224079,0.24553587,0.62740004,0.37715685,-0.78399813,0.29485235,-0.33087823,-0.47777689,0.6177105,0.6156923,-0.14138433,-0.21927524,0.2151098,0.3071944,-0.29538715,0.33825773,0.15633295,0.005897443,-0.82864624,-0.3886192,0.34725285,-0.24588944,-0.9568855,-0.5057261,-0.24443337,0.16118574,0.02566579,0.46292827
